m,mean_ms,std_ms
100,6.983292000001029,0.6874340272176278
500,42.75635819999479,14.577539672980684
1000,62.59796680000136,3.1860401724975427
5000,314.3236752000007,25.330995231540534
10000,612.3604665999949,33.03764650873718
50000,2891.578991800003,45.078456329332234
100000,5921.4135000000115,97.11247196996484
500000,30493.91835819998,824.5693142107898
